id,title,authors,categories,abstract,update_date,versions
0704.0869,Connected Operators for the Totally Asymmetric Exclusion Process,"O. Golinelli, K. Mallick (Cea Saclay, France)",cond-mat.stat-mech math-ph math.MP,"  We fully elucidate the structure of the hierarchy of the connected operators
that commute with the Markov matrix of the Totally Asymmetric Exclusion Process
(TASEP). We prove for the connected opera...",2009-11-13,1
0704.0870,"Proposal for an Enhanced Optical Cooling System Test in an Electron
  Storage Ring","E.G. Bessonov, M.V. Gorbunkov (Lebedev Phys. Inst. RAS, Moscow,
  Russia), A.A.Mikhailichenko (Cornell University, Ithaca, NY, U.S.A.)",physics.acc-ph,"  We are proposing to test experimentally the new idea of Enhanced Optical
Cooling (EOC) in an electron storage ring. This experiment will confirm new
fundamental processes in beam physics and will de...",2008-11-26,2
0704.0871,"The IDV source J1128+5925, a new candidate for annual modulation?","K. E. Gabanyi (1,2), N. Marchili (1), T. P. Krichbaum (1), S. Britzen
  (1), L. Fuhrmann (1), A. Witzel (1), J. A. Zensus (1), P. Muller (1), X. Liu
  (3), H. G. Song (3), J. L. Han (4), X. H. Sun (4) ((1) Max-Planck-Institut
  fur Radioastronomie, (2) Hungarian Academy of Sciences, Research Group for
  Physical Geodesy and Geodynamics, (3) Urumqi Observatory, the National
  Astronomical Observatories, the Chinese Academy of Sciences, (4) National
  Astronomical Observatories, Chinese Academy of Sciences)",astro-ph,"  Short time-scale radio variations of compact extragalactic radio sources,
known as IntraDay Variability, can be explained in at least some sources by a
source-extrinsic effect, in which the variatio...",2009-11-13,1
0704.0872,Spectral perturbation bounds for selfadjoint operators,K. Veselic,math.SP,"  We give general spectral and eigenvalue perturbation bounds for a selfadjoint
operator perturbed in the sense of the pseudo-Friedrichs extension. We also
give several generalisations of the aforemen...",2008-01-21,2
0704.0873,Predicting the frequencies of diverse exo-planetary systems,"J.S. Greaves, D.A. Fischer, M.C. Wyatt, C.A. Beichman and G. Bryden",astro-ph,"  Extrasolar planetary systems range from hot Jupiters out to icy comet belts
more distant than Pluto. We explain this diversity in a model where the mass of
solids in the primordial circumstellar dis...",2009-06-23,1
0704.0874,"Higher ramification and varieties of secant divisors on the generic
  curve",Gavril Farkas,math.AG,"  For a smooth projective curve, the cycles of e-secant k-planes are among the
most studied objects in classical enumerative geometry and there are well-known
formulas due to Castelnuovo, Cayley and M...",2014-11-21,3
0704.0875,"The concrete theory of numbers: initial numbers and wonderful properties
  of numbers repunit",Boris V. Tarasov,math.GM,"  In this work initial numbers and repunit numbers have been studied. All
numbers have been considered in a decimal notation. The problem of simplicity
of initial numbers has been studied. Interesting...",2007-05-23,2
0704.0876,Non-monotone convergence in the quadratic Wasserstein distance,"Walter Schachermayer, Uwe Schmock, Josef Teichmann",math.PR,"  We give an easy counter-example to Problem 7.20 from C. Villani's book on
mass transport: in general, the quadratic Wasserstein distance between $n$-fold
normalized convolutions of two given measure...",2007-05-23,1
0704.0877,The bimodality of type Ia Supernovae,"F. Mannucci, N. Panagia, M. Della Valle",astro-ph,"  We comment on the presence of a bimodality in the distribution of delay time
between the formation of the progenitors and their explosion as type Ia SNe.
Two ""flavors"" of such bimodality are present...",2009-09-29,2
0704.0878,Structural relaxation around substitutional Cr3+ in MgAl2O4,"Am\'elie Juhin (IMPMC), Georges Calas (IMPMC), Delphine Cabaret
  (IMPMC), Laurence Galoisy (IMPMC), Jean-Louis Hazemann",cond-mat.mtrl-sci,"  The structural environment of substitutional Cr3+ ion in MgAl2O4 spinel has
been investigated by Cr K-edge Extended X-ray Absorption Fine Structure (EXAFS)
and X-ray Absorption Near Edge Structure (...",2016-08-14,1
0704.0879,"A Hierarchical Approach for Dependability Analysis of a Commercial
  Cache-Based RAID Storage Architecture","Mohamed Kaaniche (LAAS), Luigi Romano (UIUC), Zbigniew Kalbarczyk
  (UIUC), Ravishankar Iyer (UIUC), Rick Karcich (STORAGETEK)",cs.PF,"  We present a hierarchical simulation approach for the dependability analysis
and evaluation of a highly available commercial cache-based RAID storage
system. The archi-tecture is complex and include...",2007-05-23,1
0704.0880,Stochastic action principle and maximum entropy,"Q. A. Wang (ISMANS), F. Tsobnang (ISMANS), S. Bangoup (ISMANS), F.
  Dzangue (ISMANS), A. Jeatsa (ISMANS), A. Le M\'ehaut\'e (ISMANS)",cond-mat.stat-mech,"  A stochastic action principle for stochastic dynamics is revisited. We
present first numerical diffusion experiments showing that the diffusion path
probability depend exponentially on average Lagra...",2020-11-25,1
0704.0881,Constraining the Dark Energy Equation of State with Cosmic Voids,"Jounghun Lee, Daeseong Park (Seoul Nat'l Univ.)",astro-ph,"  Our universe is observed to be accelerating due to the dominant dark energy
with negative pressure. The dark energy equation of state (w) holds a key to
understanding the ultimate fate of the univer...",2011-02-11,2
0704.0882,A Dark Energy model combining DGP gravity and Chaplygin gas,Matts Roos,astro-ph,"  The expansion of the Universe is accelerating, as testified by observations
of supernovae of type Ia as a function of redshift. Explanations are of two
types: modifications of Einstein gravity or ne...",2007-05-23,1
0704.0883,Gauge-Higgs Unification and LHC/ILC,Yutaka Hosotani,hep-ph,"  In the gauge-Higgs unification scenario the 4D Higgs field is identified with
the zero mode of the extra-dimensional component of gauge potentials. The mass
of the Higgs particle in the unification ...",2017-08-23,1
0704.0884,"Extension theorems of Sakai type for separately holomorphic and
  meromorphic functions",Peter Pflug and Viet-Anh Nguyen,math.CV,"  We first exhibit counterexamples to some open questions related to a theorem
of Sakai.
  Then we establish an extension theorem of Sakai type for separately
holomorphic/meromorphic functions.
...",2007-05-23,1
0704.0885,Uniform measures and countably additive measures,Jan Pachl,math.FA math.GN,"  Uniform measures are defined as the functionals on the space of bounded
uniformly continuous functions that are continuous on bounded uniformly
equicontinuous sets. If every cardinal has measure zer...",2007-05-23,1
0704.0886,Lower bounds for the conductivities of correlated quantum systems,Peter Jung and Achim Rosch,cond-mat.str-el,"  We show how one can obtain a lower bound for the electrical, spin or heat
conductivity of correlated quantum systems described by Hamiltonians of the
form H = H0 + g H1. Here H0 is an interacting Ha...",2007-06-20,2
0704.0887,Non-extensive thermodynamics of 1D systems with long-range interaction,"S. S. Apostolov, Z. A. Mayzelis, O. V. Usatenko, V. A. Yampol'skii",physics.data-an physics.gen-ph,"  A new approach to non-extensive thermodynamical systems with non-additive
energy and entropy is proposed. The main idea of the paper is based on the
statistical matching of the thermodynamical syste...",2007-05-23,1
0704.0888,"NMR evidence for a strong modulation of the Bose-Einstein Condensate in
  BaCuSi$_2$O$_6$","S. Kramer (LCMI), R. Stern, M. Horvatic (LCMI), C. Berthier (LCMI), T.
  Kimura (LANL), I.R. Fisher",cond-mat.str-el,"  We present a $^{63,65}$Cu and $^{29}$Si NMR study of the quasi-2D coupled
spin 1/2 dimer compound BaCuSi$_2$O$_6$ in the magnetic field range 13-26 T and
at temperatures as low as 50 mK. NMR data in...",2008-02-11,1
0704.0889,"Bibliometric statistical properties of the 100 largest European
  universities: prevalent scaling rules in the science system",Anthony F. J. van Raan,physics.data-an physics.soc-ph,"  For the 100 largest European universities we studied the statistical
properties of bibliometric indicators related to research performance, field
citation density and journal impact. We find a size-...",2007-05-23,1
0704.0890,On the Origin of Asymmetries in Bilateral Supernova Remnants,"S. Orlando, F. Bocchino, F. Reale, G. Peres, O. Petruk",astro-ph,"  AIMS: We investigate whether the morphology of bilateral supernova remnants
(BSNRs) observed in the radio band is determined mainly either by a non-uniform
interstellar medium (ISM) or by a non-unif...",2009-11-13,1
0704.0891,Reactor Monitoring with Neutrinos,M. Cribier (APC),nucl-ex,"  The fundamental knowledge on neutrinos acquired in the recent years open the
possibility of applied neutrino physics. Among it the automatic and non
intrusive monitoring of nuclear reactor by its an...",2012-10-09,1
0704.0892,Nonstationary pattern in unsynchronizable complex networks,"Xingang Wang, Meng Zhan, Ghuguang Guan, and Choy Heng Lai",nlin.CD,"  Pattern formation and evolution in unsynchronizable complex networks are
investigated. Due to the asymmetric topology, the synchronous patterns formed
in complex networks are irregular and nonstatio...",2007-05-23,1
0704.0893,Topological phase for spin-orbit transformations on a laser beam,"C.E.R. Souza, J.A.O. Huguenin, P. Milman, and A.Z. Khoury",quant-ph,"  We investigate the topological phase associated with the double connectedness
of the SO(3) representation in terms of maximally entangled states. An
experimental demonstration is provided in the con...",2011-07-08,1
0704.0894,"The Solar Neighborhood. XIX. Discovery and Characterization of 33 New
  Nearby White Dwarf Systems","John P. Subasavage (1), Todd J. Henry (1), P. Bergeron (2), P. Dufour
  (2), Nigel C. Hambly (3), Thomas D. Beaulieu (1) ((1) Georgia State
  University, (2) University of Montreal, (3) University of Edinburgh Royal
  Observatory)",astro-ph,"  We present spectra for 33 previously unclassified white dwarf systems
brighter than V = 17 primarily in the southern hemisphere. Of these new
systems, 26 are DA, 4 are DC, 2 are DZ, and 1 is DQ. We ...",2009-09-29,1
0704.0895,Gorenstein locus of minuscule Schubert varieties,Nicolas Perrin,math.AG math.CO,"  In this article, we describe explicitely the Gorenstein locus of all
minuscule Schubert varieties. This proves a special case of a conjecture of A.
Woo and A. Yong (see math.AG/0603273) on the Goren...",2007-05-23,1
0704.0896,Model C critical dynamics of random anisotropy magnets,"M. Dudka, R. Folk, Yu. Holovatch, G. Moser",cond-mat.dis-nn cond-mat.stat-mech,"  We study the relaxational critical dynamics of the three-dimensional random
anisotropy magnets with the non-conserved n-component order parameter coupled
to a conserved scalar density. In the random...",2009-11-13,1
0704.0897,A unified approach to the theory of separately holomorphic mappings,Viet-Anh Nguyen,math.CV,"  We extend the theory of separately holomorphic mappings between complex
analytic spaces. Our method is based on Poletsky theory of discs, Rosay Theorem
on holomorphic discs and our recent joint-work...",2007-11-05,2
0704.0898,Higher spin algebras as higher symmetries,Xavier Bekaert,hep-th,"  The exhaustive study of the rigid symmetries of arbitrary free field theories
is motivated, along several lines, as a preliminary step in the completion of
the higher-spin interaction problem in ful...",2007-08-23,2
0704.0899,"CalFUSE v3: A Data-Reduction Pipeline for the Far Ultraviolet
  Spectroscopic Explorer","W. V. Dixon (1), D. J. Sahnow (1), P. E. Barrett (2 and 3), T. Civeit
  (1 and 4), J. Dupuis (1 and 5), A. W. Fullerton (1 and 6), B. Godard (1 and
  7), J. C. Hsu (2 and 8), M. E. Kaiser (1), J. W. Kruk (1), S. Lacour (1 and
  9), D. J. Lindler (10), D. Massa (11), R. D. Robinson (1 and 8), M. L.
  Romelfanger (1), P. Sonnentrucker (1) ((1) Johns Hopkins University, (2)
  Space Telescope Science Institute, (3) U.S. Naval Observatory, (4) Centre
  National d'Etudes Spatiales, (5) Canadian Space Agency, (6) University of
  Victoria, (7) Institut d'Astrophysique de Paris, (8) Retired, (9) Sydney
  University, (10) Sigma Space Corporation, (11) SGT, Inc.)",astro-ph,"  Since its launch in 1999, the Far Ultraviolet Spectroscopic Explorer (FUSE)
has made over 4600 observations of some 2500 individual targets. The data are
reduced by the Principal Investigator team a...",2009-11-13,1
0704.0900,Voltage-Current curves for small Josephson junction arrays,Benoit Doucot and Lev B. Ioffe,cond-mat.supr-con cond-mat.mes-hall,"  We compute the current voltage characteristic of a chain of identical
Josephson circuits characterized by a large ratio of Josephson to charging
energy that are envisioned as the implementation of t...",2009-11-13,1
0704.0901,"The density of critical percolation clusters touching the boundaries of
  strips and squares","Jacob J. H. Simmons, Peter Kleban, Kevin Dahlberg, Robert M. Ziff",cond-mat.dis-nn cond-mat.stat-mech,"  We consider the density of two-dimensional critical percolation clusters,
constrained to touch one or both boundaries, in infinite strips, half-infinite
strips, and squares, as well as several relat...",2007-06-22,2
0704.0902,"Effective band-structure in the insulating phase versus strong dynamical
  correlations in metallic VO2","Jan M. Tomczak, Ferdi Aryasetiawan, and Silke Biermann",cond-mat.str-el,"  Using a general analytical continuation scheme for cluster dynamical mean
field calculations, we analyze real-frequency self-energies, momentum-resolved
spectral functions, and one-particle excitati...",2009-01-14,2
0704.0903,"New possible properties of atomic nuclei investigated by non linear
  methods: Fractal and recurrence quantification analysis","Elio Conte, Andrei Yu. Khrennikov, Joseph P. Zbilut",physics.gen-ph,"  For the first time we apply the methodologies of nonlinear analysis to
investigate atomic matter. We use these methods in the analysis of Atomic
Weights and of Mass Number of atomic nuclei. Using th...",2007-05-23,1
0704.0904,"The Use of Weighting in Periodicity Searches in All-Sky Monitor Data:
  Applications to the GLAST LAT","Robin Corbet, Richard Dubois",astro-ph,"  The light curves produced by all-sky monitors, such as the Rossi X-ray Timing
Explorer All-Sky Monitor and the Swift Burst Alert Telescope (BAT), generally
have non-uniform error bars. In searching ...",2009-06-23,1
0704.0905,"Dielectronic Recombination of Fe XV forming Fe XIV: Laboratory
  Measurements and Theoretical Calculations","D. V. Luki\'c, M. Schnell, D. W. Savin, C. Brandau, E. W. Schmidt, S.
  B\""ohm, A. M\""uller, S. Schippers, M. Lestinsky, F. Sprenger, A. Wolf, Z.
  Altun, N. R. Badnell",astro-ph,"  We have measured resonance strengths and energies for dielectronic
recombination (DR) of Mg-like Fe XV forming Al-like Fe XIV via N=3 -> N' = 3
core excitations in the electron-ion collision energy ...",2009-06-23,1
0704.0906,"Metropolis algorithm and equienergy sampling for two mean field spin
  systems","Bassetti Federico, Leisen Fabrizio",math.PR math.ST stat.CO stat.TH,"  In this paper we study the Metropolis algorithm in connection with two
mean--field spin systems, the so called mean--field Ising model and the
Blume--Emery--Griffiths model. In both this examples th...",2007-05-23,2
0704.0907,"Experimental Test of the High-Frequency Quantum Shot Noise Theory in a
  Quantum Point Contact","Eva Zakka-Bajjani (SPEC), Julien Segala (SPEC), Fabien Portier (SPEC),
  Patrice Roche (SPEC), Christian Glattli (SPEC), Antonella Cavanna (LPN), Yong
  Jin (LPN)",cond-mat.mes-hall,"  We report on direct measurements of the electronic shot noise of a quantum
point contact at frequencies nu in the range 4-8 GHz. The very small energy
scale used ensures energy independent transmiss...",2008-04-22,4
0704.0908,Extragalactic Radio Sources and the WMAP Cold Spot,"Lawrence Rudnick, Shea Brown, and Liliya R. Williams",astro-ph,"  We detect a dip of 20-45% in the surface brightness and number counts of NVSS
sources smoothed to a few degrees at the location of the WMAP cold spot. The
dip has structure on scales of approximatel...",2009-06-23,2
0704.0909,L^2 rho form for normal coverings of fibre bundles,Sara Azzali,math.GT math.DG,"  We define the secondary invariants L^2- eta and -rho forms for families of
generalized Dirac operators on normal coverings of fibre bundles. On the
covering family we assume transversally smooth spe...",2011-08-30,2
0704.0910,"On the Nonexistence of Nontrivial Involutive n-Homomorphisms of
  C*-algebras",Efton Park and Jody Trout,math.OA math.FA,"  An n-homomorphism between algebras is a linear map $\phi : A \to B$ such that
$\phi(a_1 ... a_n) = \phi(a_1)... \phi(a_n)$ for all elements $a_1, >..., a_n
\in A.$ Every homomorphism is an n-homomor...",2007-09-27,3
0704.0911,Smooth and Starburst Tidal Tails in the GEMS and GOODS Fields,"Debra Meloy Elmegreen (1), Bruce G. Elmegreen (2), Thomas Ferguson
  (1), Brendan Mullan (1,3) ((1) Vassar College, (2) IBM T.J. Watson Research
  Center, (3) Colgate University)",astro-ph,"  GEMS and GOODS fields were examined to z~1.4 for galaxy interactions and
mergers. The basic morphologies are familiar: antennae with long tidal tails,
tidal dwarfs, and merged cores; M51-type galaxi...",2009-06-23,1
0704.0912,Nuclear Spin Effects in Optical Lattice Clocks,"Martin M. Boyd, Tanya Zelevinsky, Andrew D. Ludlow, Sebastian Blatt,
  Thomas Zanon-Willette, Seth M. Foreman and Jun Ye",physics.atom-ph,"  We present a detailed experimental and theoretical study of the effect of
nuclear spin on the performance of optical lattice clocks. With a state-mixing
theory including spin-orbit and hyperfine int...",2009-11-13,2
0704.0913,Domain wall switching: optimizing the energy landscape,"Zhihong Lu, P. B. Visscher, and W. H. Butler",cond-mat.stat-mech cond-mat.mtrl-sci,"  It has recently been suggested that exchange spring media offer a way to
increase media density without causing thermal instability
(superparamagnetism), by using a hard and a soft layer coupled by ...",2009-11-13,1
0704.0914,Electromagnetic wormholes via handlebody constructions,"Allan Greenleaf, Yaroslav Kurylev, Matti Lassas and Gunther Uhlmann",math.AP math-ph math.MP physics.optics,"  Cloaking devices are prescriptions of electrostatic, optical or
electromagnetic parameter fields (conductivity $\sigma(x)$, index of refraction
$n(x)$, or electric permittivity $\epsilon(x)$ and mag...",2009-11-13,1
0704.0915,"Millimeter-Thick Single-Walled Carbon Nanotube Forests: Hidden Role of
  Catalyst Support","S. Noda, K. Hasegawa, H. Sugime, K. Kakehi, Z. Zhang, S. Maruyama, Y.
  Yamaguchi",cond-mat.mtrl-sci,"  A parametric study of so-called ""super growth"" of single-walled carbon
nanotubes(SWNTs) was done by using combinatorial libraries of iron/aluminum
oxide catalysts. Millimeter-thick forests of nanotu...",2009-11-13,1
0704.0916,"Test of nuclear level density inputs for Hauser-Feshbach model
  calculations","A.V. Voinov, S.M. Grimes, C.R. Brune, M.J. Hornish, T.N. Massey, A.
  Salas",nucl-ex,"  The energy spectra of neutrons, protons, and alpha-particles have been
measured from the d+59Co and 3He+58Fe reactions leading to the same compound
nucleus, 61$Ni. The experimental cross sections ha...",2008-11-26,2
0704.0917,"The HARPS search for southern extra-solar planets. IX. Exoplanets
  orbiting HD 100777, HD 190647, and HD 221287","Dominique Naef, Michel Mayor, Willy Benz, Francois Bouchy, Gaspare Lo
  Curto, Christophe Lovis, Claire Moutou, Francesco Pepe, Didier Queloz, Nuno
  C. Santos and Stephane Udry",astro-ph,"  The HARPS high-resolution high-accuracy spectrograph is offered to the
astronomical community since the second half of 2003. Since then, we have been
using this instrument for monitoring radial velo...",2009-11-13,2
0704.0918,Algebraic geometry of Gaussian Bayesian networks,Seth Sullivant,math.AG math.ST stat.TH,"  Conditional independence models in the Gaussian case are algebraic varieties
in the cone of positive definite covariance matrices. We study these varieties
in the case of Bayesian networks, with a v...",2007-05-23,2
0704.0919,"Interactions, superconducting $T_c$, and fluctuation magnetization for
  two coupled dots in the crossover between the Gaussian Orthogonal and Unitary
  ensembles","Oleksandr Zelyak, Ganpathy Murthy, Igor Rozhkov",cond-mat.mes-hall,"  We study a system of two quantum dots connected by a hopping bridge. Both the
dots and connecting region are assumed to be in universal crossover regimes
between Gaussian Orthogonal and Unitary ense...",2009-11-13,1
0704.0920,"Two-proton radioactivity and three-body decay. III. Integral formulae
  for decay widths in a simplified semianalytical approach","L.V. Grigorenko, M.V. Zhukov",nucl-th,"  Three-body decays of resonant states are studied using integral formulae for
decay widths. Theoretical approach with a simplified Hamiltonian allows
semianalytical treatment of the problem. The mode...",2008-11-26,1
0704.0921,Z^0 \to 2\gamma and the Twisted Coproduct of the Poincar\'{e} Group,"A. P. Balachandran, S. G. Jo",hep-th gr-qc hep-ph math-ph math.MP math.QA,"  Yang's theorem forbids the process $Z^0 \to 2\gamma$ in any Poincar\'{e}
invariant theory if photons are bosons and their two-particle states transform
under the Poincar\'{e} group in the standard w...",2008-11-26,5
0704.0922,A variation of Gronwall's lemma,"Quang-Cuong Pham (LPPA, College de France)",math.CA,"  We prove a variation of Gronwall's lemma.
...",2009-01-09,3
0704.0923,When the Cramer-Rao Inequality provides no information,Steven J. Miller,math.ST stat.TH,"  We investigate a one-parameter family of probability densities (related to
the Pareto distribution, which describes many natural phenomena) where the
Cramer-Rao inequality provides no information.
...",2010-09-15,1
0704.0924,"Lower order terms in the 1-level density for families of holomorphic
  cuspidal newforms",Steven J. Miller,math.NT,"  The Katz-Sarnak density conjecture states that, in the limit as the
conductors tend to infinity, the behavior of normalized zeros near the central
point of families of L-functions agree with the N -...",2015-05-13,4
0704.0925,Spinor Dynamics in an Antiferromagnetic Spin-1 Condensate,"A.T. Black, E. Gomez, L.D. Turner, S. Jung, P.D. Lett",cond-mat.other cond-mat.soft cond-mat.stat-mech,"  We observe coherent spin oscillations in an antiferromagnetic spin-1
Bose-Einstein condensate of sodium. The variation of the spin oscillations with
magnetic field shows a clear signature of nonline...",2009-11-13,2
0704.0926,A Contraction Theory Approach to Stochastic Incremental Stability,"Q.-C. Pham, N. Tabareau, J.-J. Slotine",math.OC,"  We investigate the incremental stability properties of It\^o stochastic
dynamical systems. Specifically, we derive a stochastic version of nonlinear
contraction theory that provides a bound on the m...",2011-11-09,2
0704.0927,A Symplectic Test of the L-Functions Ratios Conjecture,Steven J. Miller,math.NT,"  Recently Conrey, Farmer and Zirnbauer conjectured formulas for the averages
over a family of ratios of products of shifted L-functions. Their L-functions
Ratios Conjecture predicts both the main and...",2010-09-15,5
0704.0928,Cosmology from String Theory,"Luis Anchordoqui, Haim Goldberg, Satoshi Nawata, Carlos Nunez",hep-ph astro-ph hep-th,"  We explore the cosmological content of Salam-Sezgin six dimensional
supergravity, and find a solution to the field equations in qualitative
agreement with observation of distant supernovae, primordi...",2008-11-26,3
0704.0929,Noncommutative Electromagnetism As A Large N Gauge Theory,Hyun Seok Yang,hep-th gr-qc hep-ph,"  We map noncommutative (NC) U(1) gauge theory on R^d_C X R^{2n}_{NC} to U(N ->
\infty) Yang-Mills theory on R^d_C, where R^d_C is a d-dimensional commutative
spacetime while R^{2n}_{NC} is a 2n-dimen...",2009-11-05,3
0704.0930,Marginal Solutions for the Superstring,Theodore Erler,hep-th,"  We construct a class of analytic solutions of WZW-type open superstring field
theory describing marginal deformations of a reference D-brane background. The
deformations we consider are generated by...",2009-04-17,2
0704.0931,"The Isophotal Structure of Early-Type Galaxies in the SDSS: Dependence
  on AGN Activity and Environment","Anna Pasquali, Frank C. van den Bosch, Hans-Walter Rix (MPIA)",astro-ph,"  We study the dependence of the isophotal shape of early-type galaxies on
their absolute B-band magnitude, their dynamical mass, and their nuclear
activity and environment, using an unprecedented lar...",2009-11-13,1
0704.0932,"On the Origin of the Dichotomy of Early-Type Galaxies: The Role of Dry
  Mergers and AGN Feedback","Xi Kang, Frank C. van den Bosch, Anna Pasquali (MPIA)",astro-ph,"  Using a semi-analytical model for galaxy formation, combined with a large
N-body simulation, we investigate the origin of the dichotomy among early-type
galaxies. We find that boxy galaxies originat...",2009-11-13,1
0704.0933,"Quantum and Classical Spins on the Spatially Distorted Kagome Lattice:
  Applications to Volborthite","Fa Wang, Ashvin Vishwanath, Yong Baek Kim",cond-mat.str-el,"  In Volborthite, spin-1/2 moments form a distorted Kagom\'e lattice, of corner
sharing isosceles triangles with exchange constants $J$ on two bonds and $J'$
on the third bond. We study the properties...",2007-09-29,2
0704.0934,"Two-proton radioactivity and three-body decay. IV. Connection to
  quasiclassical formulation","L.V. Grigorenko, M.V. Zhukov",nucl-th,"  We derive quasiclassical expressions for the three-body decay width and
define the ``preexponential'' coefficients for them. The derivation is based on
the integral formulae for the three-body width...",2008-11-26,1
0704.0935,Percolation Modeling of Conductance of Self-Healing Composites,"Alexander Dementsov, Vladimir Privman",cond-mat.mtrl-sci,"  We explore the conductance of self-healing materials as a measure of the
material integrity in the regime of the onset of the initial fatigue. Continuum
effective-field modeling and lattice numerica...",2010-10-12,2
0704.0936,"Analytic solutions for marginal deformations in open superstring field
  theory",Yuji Okawa (DESY),hep-th,"  We extend the calculable analytic approach to marginal deformations recently
developed in open bosonic string field theory to open superstring field theory
formulated by Berkovits. We construct anal...",2009-04-17,3
0704.0937,Invariants of Triangular Lie Algebras,"Vyacheslav Boyko, Jiri Patera and Roman Popovych",math-ph math.MP math.RT,"  Triangular Lie algebras are the Lie algebras which can be faithfully
represented by triangular matrices of any finite size over the real/complex
number field. In the paper invariants ('generalized C...",2009-11-13,4
0704.0938,Approaching equilibrium and the distribution of clusters,"Hui Wang, Kipton Barros, Harvey Gould and W. Klein",cond-mat.stat-mech cond-mat.other,"  We investigate the approach to stable and metastable equilibrium in Ising
models using a cluster representation. The distribution of nucleation times is
determined using the Metropolis algorithm and...",2007-10-26,4
0704.0939,"Does the Blazar Gamma-Ray Spectrum Harden with Increasing Flux? Analysis
  of 9 Years of EGRET Data","Giridhar Nandikotkur, Keith M. Jahoda, R. C. Hartman, R. Mukherjee, P.
  Sreekumar, M. B\""ottcher, R. M. Sambruna, and Jean H. Swank",astro-ph,"  The Energetic Gamma-Ray Experiment Telescope (EGRET) on the Compton Gamma-Ray
Observatory (CGRO) discovered gamma-ray emission from more than 67 blazars
during its 9 yr lifetime. We conducted an exh...",2009-06-23,1
0704.0940,"Glueball Masses in (2+1)-Dimensional Anisotropic Weakly-Coupled
  Yang-Mills Theory",Peter Orland,hep-th cond-mat.str-el math-ph math.MP,"  The confinement problem has been solved in the anisotropic (2+1)-dimensional
SU(N) Yang-Mills theory at weak coupling. In this paper, we find the low-lying
spectrum for N=2. The lightest excitations...",2008-11-26,2
0704.0941,"Recovering galaxy star formation and metallicity histories from spectra
  using VESPA","Rita Tojeiro (IfA, Edinburgh), Alan F. Heavens (IfA, Edinburgh), Raul
  Jimenez (UPenn), Ben Panter (IfA, Edinburgh)",astro-ph,"  We introduce VErsatile SPectral Analysis (VESPA): a new method which aims to
recover robust star formation and metallicity histories from galactic spectra.
VESPA uses the full spectral range to cons...",2009-11-13,2
0704.0942,Axiom A polynomial skew products of C^2 and their postcritical sets,Laura DeMarco and Suzanne Lynch Hruska,math.DS,"  A polynomial skew product of C^2 is a map of the form f(z,w) = (p(z),
q(z,w)), where p and q are polynomials, such that f is regular of degree d >=
2. For polynomial maps of C, hyperbolicity is equi...",2023-08-14,2
0704.0943,"Search for gravitational-wave bursts in LIGO data from the fourth
  science run",LIGO Scientific Collaboration,gr-qc,"  The fourth science run of the LIGO and GEO 600 gravitational-wave detectors,
carried out in early 2005, collected data with significantly lower noise than
previous science runs. We report on a searc...",2012-08-27,3
0704.0944,GLAST and Dark Matter Substructure in the Milky Way,"Michael Kuhlen (1), J\""urg Diemand (2) and Piero Madau (2, 3) ((1)
  Institute for Advanced Study, Princeton, (2) UC Santa Cruz, (3)
  Max-Planck-Institut f\""ur Astrophysik, Garching, Germany)",astro-ph,"  We discuss the possibility of GLAST detecting gamma-rays from the
annihilation of neutralino dark matter in the Galactic halo. We have used ""Via
Lactea"", currently the highest resolution simulation ...",2009-06-23,1
0704.0945,Gibbs fragmentation trees,"Peter McCullagh, Jim Pitman, Matthias Winkel",math.PR math.ST stat.TH,"  We study fragmentation trees of Gibbs type. In the binary case, we identify
the most general Gibbs-type fragmentation tree with Aldous' beta-splitting
model, which has an extended parameter range $\...",2008-11-14,2
0704.0946,Efficient Simulations of Early Structure Formation and Reionization,Andrei Mesinger and Steven Furlanetto,astro-ph,"  We present a method to construct semi-numerical ``simulations'', which can
efficiently generate realizations of halo distributions and ionization maps at
high redshifts. Our procedure combines an ex...",2009-11-13,1
0704.0947,Jet-disturbed molecular gas near the Seyfert 2 nucleus in M51,"Satoki Matsushita, Sebastien Muller, Jeremy Lim (ASIAA)",astro-ph,"  Previous molecular gas observations at arcsecond-scale resolution of the
Seyfert 2 galaxy M51 suggest the presence of a dense circumnuclear rotating
disk, which may be the reservoir for fueling the ...",2010-05-25,1
0704.0948,Spectroscopy of Nine Cataclysmic Variable Stars,"H. A. Sheets, J. R. Thorstensen, C. J. Peters, A. B. Kapusta and C. J.
  Taylor",astro-ph,"  We present optical spectroscopy of nine cataclysmic binary stars, mostly
dwarf novae, obtained primarily to determine orbital periods Porb. The stars
and their periods are LX And, 0.1509743(5) d; CZ...",2009-11-13,1
0704.0949,Conservation laws for invariant functionals containing compositions,"Gastao S. F. Frederico, Delfim F. M. Torres",math.OC,"  The study of problems of the calculus of variations with compositions is a
quite recent subject with origin in dynamical systems governed by chaotic maps.
Available results are reduced to a generali...",2007-10-04,1
0704.0950,Displacement of the Sun from the Galactic Plane,Yogesh C. Joshi (Queen's University Belfast),astro-ph,"  We have carried out a comparative statistical study for the displacement of
the Sun from the Galactic plane (z_\odot) following three different methods.
The study has been done using a sample of 537...",2009-06-23,1
